"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibA_57844" 6 7 7 3 0 2
"HGLibA_57845" 3 1 0 1 1 1
"HGLibA_57846" 12 0 76 49 0 0
"HGLibA_57847" 0 6 0 0 0 0
"HGLibA_57848" 0 0 0 0 0 3
"HGLibA_57849" 12 8 0 2 2 0
"HGLibA_57850" 0 1 0 0 0 0
"HGLibA_57851" 0 3 0 0 0 0
"HGLibA_57852" 18 6 0 0 0 0
"HGLibA_57853" 0 0 0 0 0 0
"HGLibA_57854" 0 2 0 0 0 0
"HGLibA_57855" 3 0 1 0 4 3
"HGLibA_57856" 3 0 0 0 0 1
"HGLibA_57857" 2 4 2 1 0 0
"HGLibA_57858" 1 2 0 10 4 4
"HGLibA_57859" 0 3 0 0 0 0
"HGLibA_57860" 0 0 0 1 0 0
"HGLibA_57861" 13 3 0 0 0 0
"HGLibA_57862" 4 1 1 0 0 0
"HGLibA_57863" 0 7 0 0 0 0
"HGLibA_57864" 0 1 0 0 0 0
"HGLibA_57865" 0 2 0 0 0 0
"HGLibA_57866" 0 1 3 3 0 0
"HGLibA_57867" 0 0 0 0 0 0
"HGLibA_57868" 0 2 0 0 0 0
"HGLibA_57869" 20 2 0 5 0 0
"HGLibA_57870" 3 1 0 0 1 1
"HGLibA_57871" 5 2 0 0 0 0
"HGLibA_57872" 0 0 0 0 0 0
"HGLibA_57873" 3 1 0 0 1 0
"HGLibA_57874" 0 0 0 0 0 0
"HGLibA_57875" 3 8 0 0 0 0
"HGLibA_57876" 7 0 0 0 0 0
"HGLibA_57877" 0 2 0 0 0 0
"HGLibA_57878" 8 3 0 0 0 0
"HGLibA_57879" 0 1 0 0 0 0
"HGLibA_57880" 0 0 14 16 3 0
"HGLibA_57881" 2 0 3 2 0 0
"HGLibA_57882" 12 20 48 36 5 2
"HGLibA_57883" 2 3 0 0 0 0
"HGLibA_57884" 0 1 0 0 0 0
"HGLibA_57885" 0 10 0 0 1 0
"HGLibA_57886" 2 0 0 0 0 0
"HGLibA_57887" 0 7 0 0 0 0
"HGLibA_57888" 0 0 0 0 0 0
"HGLibA_57889" 0 0 0 0 0 0
"HGLibA_57890" 3 0 0 0 0 0
"HGLibA_57891" 0 10 0 0 0 0
"HGLibA_57892" 0 0 64 64 4 3
"HGLibA_57893" 0 6 0 0 0 0
"HGLibA_57894" 3 17 0 0 0 0
"HGLibA_57895" 18 1 25 18 11 13
"HGLibA_57896" 2 0 0 0 0 0
"HGLibA_57897" 0 2 0 0 0 0
"HGLibA_57898" 5 5 0 0 0 0
"HGLibA_57899" 3 3 0 0 0 0
"HGLibA_57900" 0 7 0 0 0 0
"HGLibA_57901" 7 0 11 7 0 0
"HGLibA_57902" 0 0 0 0 0 0
"HGLibA_57903" 0 1 0 0 0 0
"HGLibA_57904" 0 2 0 0 1 1
"HGLibA_57905" 0 2 0 0 2 1
"HGLibA_57906" 0 0 0 0 0 0
"HGLibA_57907" 0 0 0 0 0 0
"HGLibA_57908" 0 1 0 0 0 0
"HGLibA_57909" 0 0 27 30 0 0
"HGLibA_57910" 0 0 0 0 0 0
"HGLibA_57911" 0 0 0 0 0 0
"HGLibA_57912" 4 1 0 0 0 0
"HGLibA_57913" 2 3 0 0 0 0
"HGLibA_57914" 0 0 27 54 2 2
"HGLibA_57915" 0 4 4 5 1 0
"HGLibA_57916" 0 0 0 0 0 0
"HGLibA_57917" 4 0 0 0 0 0
"HGLibA_57918" 6 1 0 0 3 4
"HGLibA_57919" 0 0 0 1 3 1
"HGLibA_57920" 0 0 0 0 0 0
"HGLibA_57921" 1 0 0 0 0 0
"HGLibA_57922" 0 0 0 0 0 0
"HGLibA_57923" 3 7 0 0 0 0
"HGLibA_57924" 0 0 0 0 0 0
"HGLibA_57925" 0 3 0 0 0 0
"HGLibA_57926" 0 0 0 0 0 0
"HGLibA_57927" 0 0 13 10 0 0
"HGLibA_57928" 0 0 0 0 0 0
"HGLibA_57929" 2 0 0 0 0 0
"HGLibA_57930" 0 0 0 0 0 0
"HGLibA_57931" 1 6 0 0 0 0
"HGLibA_57932" 0 0 13 10 0 0
"HGLibA_57933" 0 4 0 0 0 0
"HGLibA_57934" 0 0 0 6 1 0
"HGLibA_57935" 0 4 0 0 0 0
"HGLibA_57936" 0 0 0 0 0 0
"HGLibA_57937" 0 1 0 0 0 0
"HGLibA_57938" 0 2 0 0 0 0
"HGLibA_57939" 3 4 0 0 0 1
"HGLibA_57940" 0 0 0 0 0 0
"HGLibA_57941" 1 2 0 1 0 0
"HGLibA_57942" 0 0 0 1 0 0
"HGLibA_57943" 0 0 0 0 0 0
"HGLibA_57944" 1 18 0 0 0 0
"HGLibA_57945" 0 0 0 0 0 0
"HGLibA_57946" 0 2 0 0 0 0
"HGLibA_57947" 0 0 0 0 0 1
"HGLibA_57948" 2 6 0 0 1 0
"HGLibA_57949" 0 0 0 0 0 0
"HGLibA_57950" 5 0 0 0 0 0
"HGLibA_57951" 1 3 0 2 0 0
"HGLibA_57952" 1 0 0 0 0 0
"HGLibA_57953" 0 50 1 4 2 0
"HGLibA_57954" 0 5 0 0 3 2
"HGLibA_57955" 4 0 1 4 0 0
"HGLibA_57956" 0 1 0 0 0 0
"HGLibA_57957" 0 0 50 43 0 0
"HGLibA_57958" 0 9 0 0 0 0
"HGLibA_57959" 1 0 0 0 0 0
"HGLibA_57960" 0 18 0 0 0 0
"HGLibA_57961" 4 6 0 0 0 0
"HGLibA_57962" 4 1 0 0 0 0
"HGLibA_57963" 2 1 0 0 0 0
"HGLibA_57964" 12 1 0 0 1 0
"HGLibA_57965" 0 0 0 0 0 0
"HGLibA_57966" 0 6 0 0 0 0
"HGLibA_57967" 4 0 0 2 0 0
"HGLibA_57968" 0 0 0 0 0 0
"HGLibA_57969" 38 4 0 0 0 0
"HGLibA_57970" 0 1 0 1 0 0
"HGLibA_57971" 0 0 0 9 0 0
"HGLibA_57972" 0 8 0 0 0 0
"HGLibA_57973" 0 0 0 0 0 0
"HGLibA_57974" 1 0 0 0 0 0
"HGLibA_57975" 10 0 0 0 0 0
"HGLibA_57976" 3 0 1 1 0 0
"HGLibA_57977" 25 0 20 14 0 0
"HGLibA_57978" 3 14 1 0 1 1
"HGLibA_57979" 0 0 0 0 0 0
"HGLibA_57980" 1 2 0 0 0 0
"HGLibA_57981" 1 0 0 0 0 0
"HGLibA_57982" 0 1 0 0 0 0
"HGLibA_57983" 0 0 0 10 0 0
"HGLibA_57984" 1 5 0 0 0 0
"HGLibA_57985" 1 0 0 0 0 0
"HGLibA_57986" 0 0 0 0 0 0
"HGLibA_57987" 1 0 0 0 0 0
"HGLibA_57988" 0 0 0 0 0 0
"HGLibA_57989" 0 0 0 0 0 0
"HGLibA_57990" 8 0 0 0 0 0
"HGLibA_57991" 0 0 0 0 0 0
"HGLibA_57992" 7 0 5 0 16 8
"HGLibA_57993" 0 8 5 2 0 2
"HGLibA_57994" 0 0 2 1 3 2
"HGLibA_57995" 0 2 0 0 0 0
"HGLibA_57996" 0 0 0 0 0 0
"HGLibA_57997" 1 18 4 2 0 0
"HGLibA_57998" 0 0 0 0 0 0
"HGLibA_57999" 0 0 0 4 0 2
"HGLibA_58000" 0 0 0 0 0 0
"HGLibA_58001" 26 2 45 30 0 0
"HGLibA_58002" 3 0 0 0 0 0
"HGLibA_58003" 12 2 4 3 0 0
"HGLibA_58004" 0 0 0 1 0 1
"HGLibA_58005" 21 6 1 10 5 4
"HGLibA_58006" 2 0 0 0 0 0
"HGLibA_58007" 0 0 0 0 0 0
"HGLibA_58008" 13 0 0 0 0 0
"HGLibA_58009" 5 1 0 0 0 0
"HGLibA_58010" 1 0 0 0 0 1
"HGLibA_58011" 0 2 0 0 0 0
"HGLibA_58012" 0 3 0 1 2 0
"HGLibA_58013" 2 12 0 0 0 1
"HGLibA_58014" 0 0 0 0 0 0
"HGLibA_58015" 5 19 0 0 0 0
"HGLibA_58016" 0 0 0 0 0 0
"HGLibA_58017" 2 2 0 1 0 3
"HGLibA_58018" 0 1 5 4 1 1
"HGLibA_58019" 0 0 0 0 0 0
"HGLibA_58020" 0 4 0 0 4 0
"HGLibA_58021" 12 4 0 1 0 1
"HGLibA_58022" 1 4 0 0 0 0
"HGLibA_58023" 0 0 0 0 0 0
"HGLibA_58024" 11 0 0 2 2 1
"HGLibA_58025" 0 0 0 0 0 0
"HGLibA_58026" 0 0 0 0 0 0
"HGLibA_58027" 0 0 0 0 0 0
"HGLibA_58028" 0 0 0 0 0 0
"HGLibA_58029" 0 4 0 0 0 0
"HGLibA_58030" 0 4 0 0 0 0
"HGLibA_58031" 0 0 0 0 0 0
"HGLibA_58032" 0 3 0 0 0 0
"HGLibA_58033" 0 0 0 0 0 0
"HGLibA_58034" 1 2 5 14 1 2
"HGLibA_58035" 1 0 0 3 0 2
"HGLibA_58036" 0 1 0 0 0 0
"HGLibA_58037" 0 8 0 0 0 0
"HGLibA_58038" 0 0 0 0 1 0
"HGLibA_58039" 0 0 0 0 0 0
"HGLibA_58040" 0 0 0 1 0 0
"HGLibA_58041" 0 0 0 0 0 0
"HGLibA_58042" 2 1 0 0 0 0
"HGLibA_58043" 7 7 0 0 1 0
"HGLibA_58044" 0 0 0 0 0 1
"HGLibA_58045" 0 0 0 0 0 0
"HGLibA_58046" 0 1 0 0 0 0
"HGLibA_58047" 1 0 0 0 0 0
"HGLibA_58048" 0 0 4 3 3 0
"HGLibA_58049" 25 1 5 24 2 3
"HGLibA_58050" 1 2 0 2 3 3
"HGLibA_58051" 0 0 0 0 0 0
"HGLibA_58052" 0 7 0 4 0 0
"HGLibA_58053" 0 0 0 0 0 0
"HGLibA_58054" 12 9 3 8 0 0
"HGLibA_58055" 3 14 0 0 0 0
"HGLibA_58056" 8 2 0 0 0 0
"HGLibA_58057" 1 0 0 0 0 0
"HGLibA_58058" 0 0 0 0 0 0
"HGLibA_58059" 1 17 0 0 0 0
"HGLibA_58060" 0 1 0 0 0 0
"HGLibA_58061" 0 0 0 0 0 0
"HGLibA_58062" 1 7 0 0 0 0
"HGLibA_58063" 14 1 0 0 0 0
"HGLibA_58064" 0 21 0 0 1 0
"HGLibA_58065" 0 0 0 0 0 0
"HGLibA_58066" 0 0 0 0 0 0
"HGLibA_58067" 0 1 0 0 0 1
"HGLibA_58068" 0 0 19 19 7 3
"HGLibA_58069" 0 0 0 0 0 0
"HGLibA_58070" 0 0 0 0 0 0
"HGLibA_58071" 1 5 3 1 1 0
"HGLibA_58072" 0 0 0 0 0 0
"HGLibA_58073" 0 7 0 0 0 0
"HGLibA_58074" 0 0 0 0 0 0
"HGLibA_58075" 6 10 2 3 0 0
"HGLibA_58076" 0 0 0 0 0 0
"HGLibA_58077" 0 0 0 0 0 0
"HGLibA_58078" 5 5 1 0 0 0
"HGLibA_58079" 3 0 0 0 0 0
"HGLibA_58080" 1 0 0 0 0 0
"HGLibA_58081" 0 3 2 0 0 0
"HGLibA_58082" 0 2 0 0 0 1
"HGLibA_58083" 6 0 6 6 0 0
"HGLibA_58084" 0 0 0 0 0 0
"HGLibA_58085" 0 0 2 1 0 1
"HGLibA_58086" 0 0 0 0 1 1
"HGLibA_58087" 1 0 0 0 0 1
"HGLibA_58088" 0 0 0 0 0 0
"HGLibA_58089" 8 0 0 2 3 1
"HGLibA_58090" 1 0 0 0 0 0
"HGLibA_58091" 1 0 0 0 0 0
"HGLibA_58092" 0 0 0 0 0 0
"HGLibA_58093" 1 2 0 0 0 0
"HGLibA_58094" 5 2 0 1 0 1
"HGLibA_58095" 0 0 0 0 0 0
"HGLibA_58096" 4 4 0 0 8 5
"HGLibA_58097" 0 1 0 0 1 1
"HGLibA_58098" 8 4 0 0 0 0
"HGLibA_58099" 2 9 0 0 0 0
"HGLibA_58100" 4 1 0 0 0 0
"HGLibA_58101" 18 1 0 0 0 0
"HGLibA_58102" 0 0 0 0 0 0
"HGLibA_58103" 0 0 0 0 0 0
"HGLibA_58104" 0 1 0 0 0 0
"HGLibA_58105" 2 0 0 0 0 0
"HGLibA_58106" 0 0 0 3 5 1
"HGLibA_58107" 0 0 0 0 0 0
"HGLibA_58108" 0 0 0 0 0 0
"HGLibA_58109" 0 0 0 0 0 0
"HGLibA_58110" 0 0 0 0 0 0
"HGLibA_58111" 0 0 0 0 0 0
"HGLibA_58112" 0 0 0 0 0 0
"HGLibA_58113" 0 0 0 0 0 0
"HGLibA_58114" 2 1 0 0 0 0
"HGLibA_58115" 0 0 0 0 0 0
"HGLibA_58116" 0 6 0 0 0 0
"HGLibA_58117" 0 0 0 0 0 0
"HGLibA_58118" 0 0 0 0 0 0
"HGLibA_58119" 0 0 0 0 0 0
"HGLibA_58120" 0 1 0 0 0 1
"HGLibA_58121" 0 0 0 0 0 0
"HGLibA_58122" 0 0 0 0 0 0
"HGLibA_58123" 0 0 0 0 0 0
"HGLibA_58124" 3 3 0 0 0 0
"HGLibA_58125" 6 2 1 3 1 0
"HGLibA_58126" 6 7 20 20 0 1
"HGLibA_58127" 0 0 0 0 1 0
"HGLibA_58128" 0 0 0 0 0 0
"HGLibA_58129" 0 0 0 0 0 0
"HGLibA_58130" 0 7 1 1 0 0
"HGLibA_58131" 0 0 0 0 0 0
"HGLibA_58132" 4 3 2 4 0 0
"HGLibA_58133" 0 1 0 0 0 0
"HGLibA_58134" 10 1 0 0 0 0
"HGLibA_58135" 1 2 0 0 0 1
"HGLibA_58136" 0 8 0 0 0 0
"HGLibA_58137" 0 0 0 0 1 0
"HGLibA_58138" 0 0 0 0 0 0
"HGLibA_58139" 0 0 0 0 0 0
"HGLibA_58140" 0 3 0 0 0 0
"HGLibA_58141" 1 8 0 0 0 1
"HGLibA_58142" 2 6 0 0 0 1
"HGLibA_58143" 2 4 0 0 0 0
"HGLibA_58144" 0 0 0 1 0 1
"HGLibA_58145" 2 2 0 0 0 0
"HGLibA_58146" 0 6 0 1 4 1
"HGLibA_58147" 1 13 0 0 0 0
"HGLibA_58148" 0 0 0 0 0 0
"HGLibA_58149" 2 19 0 0 0 0
"HGLibA_58150" 0 0 1 0 0 0
"HGLibA_58151" 0 0 0 0 0 0
"HGLibA_58152" 12 0 0 0 0 0
"HGLibA_58153" 1 4 0 0 0 0
"HGLibA_58154" 0 2 0 0 0 0
"HGLibA_58155" 0 0 0 0 0 0
"HGLibA_58156" 0 1 0 0 0 0
"HGLibA_58157" 1 13 0 4 0 2
"HGLibA_58158" 1 4 0 0 0 1
"HGLibA_58159" 0 0 0 0 0 0
"HGLibA_58160" 6 9 0 2 2 1
"HGLibA_58161" 6 7 0 0 0 0
"HGLibA_58162" 0 24 0 0 0 1
"HGLibA_58163" 0 0 0 0 0 0
"HGLibA_58164" 0 2 1 0 0 0
"HGLibA_58165" 0 0 0 0 0 0
"HGLibA_58166" 0 0 0 0 0 0
"HGLibA_58167" 0 0 0 0 0 0
"HGLibA_58168" 0 0 0 0 0 0
"HGLibA_58169" 0 0 0 0 0 0
"HGLibA_58170" 0 0 0 0 0 0
"HGLibA_58171" 0 0 0 0 0 0
"HGLibA_58172" 20 2 0 3 3 0
"HGLibA_58173" 0 1 1 0 3 0
"HGLibA_58174" 1 3 0 0 0 0
"HGLibA_58175" 0 0 0 0 0 1
"HGLibA_58176" 1 0 0 0 0 0
"HGLibA_58177" 5 1 0 0 0 0
"HGLibA_58178" 7 2 0 1 0 0
"HGLibA_58179" 5 1 23 13 0 0
"HGLibA_58180" 0 0 0 0 0 0
"HGLibA_58181" 0 0 0 0 0 0
"HGLibA_58182" 5 1 0 0 0 0
"HGLibA_58183" 3 1 0 0 1 1
"HGLibA_58184" 3 1 0 5 0 1
"HGLibA_58185" 0 0 0 0 0 0
"HGLibA_58186" 0 0 0 0 0 0
"HGLibA_58187" 0 0 2 0 0 0
"HGLibA_58188" 0 0 2 3 0 0
"HGLibA_58189" 0 0 0 0 0 0
"HGLibA_58190" 27 0 0 0 0 0
"HGLibA_58191" 3 4 0 1 0 0
"HGLibA_58192" 4 0 0 0 1 2
"HGLibA_58193" 4 22 27 28 0 0
"HGLibA_58194" 24 0 0 0 0 0
"HGLibA_58195" 6 1 2 1 18 13
"HGLibA_58196" 0 0 0 0 0 0
"HGLibA_58197" 0 0 0 0 0 0
"HGLibA_58198" 14 7 1 3 2 1
"HGLibA_58199" 1 3 0 0 2 1
"HGLibA_58200" 3 0 0 0 0 0
"HGLibA_58201" 0 0 0 0 18 16
"HGLibA_58202" 3 0 0 0 0 0
"HGLibA_58203" 8 1 0 0 0 0
"HGLibA_58204" 0 0 0 0 0 0
"HGLibA_58205" 1 0 0 3 1 3
"HGLibA_58206" 0 0 0 0 0 0
"HGLibA_58207" 2 1 0 0 0 0
"HGLibA_58208" 11 4 0 0 0 0
"HGLibA_58209" 6 4 1 0 0 0
"HGLibA_58210" 0 1 0 0 0 0
"HGLibA_58211" 1 0 0 0 0 0
"HGLibA_58212" 1 4 0 0 0 0
"HGLibA_58213" 0 0 0 0 0 0
"HGLibA_58214" 0 0 0 0 0 0
"HGLibA_58215" 1 2 0 4 1 0
"HGLibA_58216" 8 5 1 1 1 2
"HGLibA_58217" 0 1 0 0 0 0
"HGLibA_58218" 2 1 0 0 0 0
"HGLibA_58219" 1 0 0 0 0 0
"HGLibA_58220" 0 1 0 0 0 0
"HGLibA_58221" 0 0 0 0 0 0
"HGLibA_58222" 0 2 0 0 0 0
"HGLibA_58223" 2 1 0 1 4 4
"HGLibA_58224" 0 0 0 0 0 0
"HGLibA_58225" 0 0 0 0 0 0
"HGLibA_58226" 0 2 0 0 0 0
"HGLibA_58227" 0 3 2 1 2 3
"HGLibA_58228" 4 1 0 0 0 0
"HGLibA_58229" 0 0 0 0 1 0
"HGLibA_58230" 0 0 0 0 1 0
"HGLibA_58231" 3 0 8 15 0 0
"HGLibA_58232" 0 0 0 0 0 0
"HGLibA_58233" 0 2 0 0 0 0
"HGLibA_58234" 2 19 0 2 1 0
"HGLibA_58235" 15 0 0 0 0 0
"HGLibA_58236" 6 13 7 12 1 0
"HGLibA_58237" 11 0 0 0 0 0
"HGLibA_58238" 0 0 0 0 0 0
"HGLibA_58239" 2 1 0 0 0 0
"HGLibA_58240" 1 0 0 0 0 0
"HGLibA_58241" 0 0 90 60 0 0
"HGLibA_58242" 6 0 1 2 0 0
"HGLibA_58243" 1 0 0 0 0 0
"HGLibA_58244" 6 0 0 0 0 0
"HGLibA_58245" 9 18 0 0 0 0
"HGLibA_58246" 0 1 0 0 0 0
"HGLibA_58247" 0 0 0 0 0 0
"HGLibA_58248" 0 0 0 0 0 0
"HGLibA_58249" 0 0 1 0 1 0
"HGLibA_58250" 14 1 0 0 1 1
"HGLibA_58251" 0 0 0 0 0 0
"HGLibA_58252" 2 0 3 3 0 1
"HGLibA_58253" 0 0 14 4 0 1
"HGLibA_58254" 2 20 2 3 2 2
"HGLibA_58255" 18 1 4 3 10 11
"HGLibA_58256" 0 6 0 0 0 0
"HGLibA_58257" 0 6 0 0 0 0
"HGLibA_58258" 0 0 0 0 0 0
"HGLibA_58259" 0 1 0 0 0 1
"HGLibA_58260" 1 0 0 9 0 0
"HGLibA_58261" 1 3 0 0 0 0
"HGLibA_58262" 1 19 57 30 0 0
"HGLibA_58263" 0 1 6 10 0 0
"HGLibA_58264" 9 18 0 1 2 2
"HGLibA_58265" 0 0 0 6 3 4
"HGLibA_58266" 0 0 0 0 0 0
"HGLibA_58267" 0 0 0 0 0 0
"HGLibA_58268" 5 2 0 0 0 0
"HGLibA_58269" 0 0 0 0 0 0
"HGLibA_58270" 0 5 2 3 2 7
"HGLibA_58271" 0 3 0 0 0 0
"HGLibA_58272" 0 0 0 0 0 0
"HGLibA_58273" 0 4 0 0 0 0
"HGLibA_58274" 8 3 0 0 0 0
"HGLibA_58275" 0 1 0 5 0 0
"HGLibA_58276" 0 1 0 0 0 0
"HGLibA_58277" 15 0 0 0 0 0
"HGLibA_58278" 0 0 0 0 0 0
"HGLibA_58279" 14 7 1 0 2 0
"HGLibA_58280" 0 7 0 0 0 0
"HGLibA_58281" 1 2 0 0 0 0
"HGLibA_58282" 0 0 0 0 0 0
"HGLibA_58283" 5 0 0 0 0 0
"HGLibA_58284" 1 11 0 0 0 0
"HGLibA_58285" 0 0 0 0 0 0
"HGLibA_58286" 0 1 0 0 0 0
"HGLibA_58287" 0 0 0 0 0 0
"HGLibA_58288" 0 1 0 0 0 0
"HGLibA_58289" 1 0 0 0 0 0
"HGLibA_58290" 0 3 0 0 2 0
"HGLibA_58291" 0 1 0 3 0 0
"HGLibA_58292" 5 4 6 10 0 0
"HGLibA_58293" 0 0 0 0 0 0
"HGLibA_58294" 0 0 0 0 0 0
"HGLibA_58295" 0 9 0 0 0 0
"HGLibA_58296" 0 0 0 0 0 0
"HGLibA_58297" 4 3 0 0 1 0
"HGLibA_58298" 0 0 0 0 0 0
"HGLibA_58299" 1 0 0 0 0 0
"HGLibA_58300" 15 4 0 0 0 1
"HGLibA_58301" 0 0 0 0 0 0
"HGLibA_58302" 30 0 0 0 0 2
"HGLibA_58303" 1 0 0 0 0 0
"HGLibA_58304" 0 0 0 1 2 4
"HGLibA_58305" 0 0 0 0 0 0
"HGLibA_58306" 12 0 29 19 3 3
"HGLibA_58307" 0 2 0 0 0 0
"HGLibA_58308" 0 0 0 0 12 36
"HGLibA_58309" 0 2 0 0 0 0
"HGLibA_58310" 3 0 0 0 0 0
"HGLibA_58311" 0 7 1 0 2 0
"HGLibA_58312" 0 0 0 0 0 0
"HGLibA_58313" 13 1 7 6 15 10
"HGLibA_58314" 3 0 0 0 0 0
"HGLibA_58315" 0 0 0 3 4 0
"HGLibA_58316" 1 4 0 0 0 0
"HGLibA_58317" 0 0 0 1 1 1
"HGLibA_58318" 0 3 0 2 0 0
"HGLibA_58319" 3 2 0 0 0 0
"HGLibA_58320" 0 1 0 0 6 4
"HGLibA_58321" 11 8 0 0 0 0
"HGLibA_58322" 0 0 0 0 2 0
"HGLibA_58323" 0 21 0 0 0 0
"HGLibA_58324" 0 0 0 0 0 0
"HGLibA_58325" 0 2 55 33 1 0
"HGLibA_58326" 3 12 1 7 130 132
"HGLibA_58327" 3 0 0 0 0 0
"HGLibA_58328" 0 2 0 0 0 0
"HGLibA_58329" 0 0 0 0 0 0
"HGLibA_58330" 0 0 2 1 2 1
"HGLibA_58331" 0 0 0 0 0 0
"HGLibA_58332" 0 0 0 1 1 1
"HGLibA_58333" 0 8 0 1 0 0
"HGLibA_58334" 0 0 0 0 0 0
"HGLibA_58335" 11 1 0 0 0 2
"HGLibA_58336" 5 1 0 0 128 123
"HGLibA_58337" 0 0 0 0 0 0
"HGLibA_58338" 2 0 0 0 0 0
"HGLibA_58339" 0 0 0 0 0 0
"HGLibA_58340" 0 0 0 0 0 0
"HGLibA_58341" 0 0 0 0 0 0
"HGLibA_58342" 0 0 0 0 0 0
"HGLibA_58343" 3 15 2 2 6 5
"HGLibA_58344" 0 0 0 0 0 0
"HGLibA_58345" 0 2 35 18 5 1
"HGLibA_58346" 0 0 0 0 0 0
"HGLibA_58347" 4 6 0 0 0 0
"HGLibA_58348" 0 8 0 0 0 0
"HGLibA_58349" 47 0 0 0 0 0
"HGLibA_58350" 0 0 0 0 0 0
"HGLibA_58351" 0 0 0 0 0 0
"HGLibA_58352" 5 0 0 0 1 0
"HGLibA_58353" 0 1 0 0 0 0
"HGLibA_58354" 0 0 0 0 0 0
"HGLibA_58355" 0 5 0 0 0 0
"HGLibA_58356" 38 0 0 0 0 0
"HGLibA_58357" 0 0 0 0 0 0
"HGLibA_58358" 0 0 0 0 0 0
"HGLibA_58359" 0 0 0 0 0 0
"HGLibA_58360" 4 1 0 0 0 0
"HGLibA_58361" 3 0 0 0 0 0
"HGLibA_58362" 3 1 1 0 0 2
"HGLibA_58363" 6 1 0 0 0 0
"HGLibA_58364" 5 3 0 3 0 0
"HGLibA_58365" 9 0 0 0 0 0
"HGLibA_58366" 0 0 0 0 0 0
"HGLibA_58367" 1 0 0 0 0 0
"HGLibA_58368" 3 0 0 0 0 0
"HGLibA_58369" 0 0 4 3 0 0
"HGLibA_58370" 17 1 0 0 0 0
"HGLibA_58371" 0 1 0 0 0 1
"HGLibA_58372" 0 1 2 1 2 4
"HGLibA_58373" 16 13 0 1 4 2
"HGLibA_58374" 0 0 0 0 0 0
"HGLibA_58375" 0 6 0 0 0 0
"HGLibA_58376" 0 3 2 4 0 0
"HGLibA_58377" 0 0 0 0 1 0
"HGLibA_58378" 0 0 1 0 3 1
"HGLibA_58379" 5 0 0 0 0 0
"HGLibA_58380" 6 2 3 3 0 0
"HGLibA_58381" 3 0 30 28 3 1
"HGLibA_58382" 0 3 0 0 0 0
"HGLibA_58383" 3 2 0 0 0 0
"HGLibA_58384" 2 0 0 0 0 0
"HGLibA_58385" 0 0 0 0 0 0
"HGLibA_58386" 19 0 0 0 0 0
"HGLibA_58387" 2 0 0 0 0 0
"HGLibA_58388" 30 0 0 0 0 0
"HGLibA_58389" 3 0 0 0 0 0
"HGLibA_58390" 0 18 0 2 3 1
"HGLibA_58391" 28 1 0 9 0 0
"HGLibA_58392" 5 4 0 0 0 0
"HGLibA_58393" 0 1 0 0 0 0
"HGLibA_58394" 1 7 0 0 0 0
"HGLibA_58395" 0 3 0 0 0 0
"HGLibA_58396" 0 0 0 0 0 0
"HGLibA_58397" 8 4 0 0 0 0
"HGLibA_58398" 1 0 65 64 2 1
"HGLibA_58399" 3 0 0 0 0 0
"HGLibA_58400" 8 0 0 0 0 0
"HGLibA_58401" 0 0 0 0 0 0
"HGLibA_58402" 0 1 13 19 0 1
"HGLibA_58403" 0 0 0 0 0 0
"HGLibA_58404" 0 0 56 50 0 1
"HGLibA_58405" 0 2 0 0 1 0
"HGLibA_58406" 3 4 0 2 0 2
"HGLibA_58407" 5 17 0 0 0 0
"HGLibA_58408" 0 0 0 0 0 0
"HGLibA_58409" 11 0 1 3 0 0
"HGLibA_58410" 0 0 0 0 0 0
"HGLibA_58411" 0 1 0 0 0 0
"HGLibA_58412" 0 0 0 0 0 0
"HGLibA_58413" 0 1 0 0 0 1
"HGLibA_58414" 11 0 1 1 0 0
"HGLibA_58415" 0 0 0 0 0 0
"HGLibA_58416" 0 0 0 0 0 0
"HGLibA_58417" 3 9 0 4 3 1
"HGLibA_58418" 0 0 0 0 0 0
"HGLibA_58419" 4 5 0 0 0 0
"HGLibA_58420" 2 2 0 0 0 0
"HGLibA_58421" 0 0 0 0 0 0
"HGLibA_58422" 5 5 3 0 473 463
"HGLibA_58423" 1 0 1 0 0 0
"HGLibA_58424" 1 16 0 0 0 0
"HGLibA_58425" 0 0 0 0 0 0
"HGLibA_58426" 0 1 0 9 2 3
"HGLibA_58427" 0 0 31 30 0 0
"HGLibA_58428" 0 0 0 0 0 0
"HGLibA_58429" 2 2 0 1 0 1
"HGLibA_58430" 0 0 0 0 0 0
"HGLibA_58431" 0 0 0 4 0 0
"HGLibA_58432" 2 0 0 0 3 0
"HGLibA_58433" 0 11 0 0 0 0
"HGLibA_58434" 0 0 0 0 0 0
"HGLibA_58435" 0 19 0 0 410 430
"HGLibA_58436" 0 1 0 0 0 1
"HGLibA_58437" 0 0 0 0 0 0
"HGLibA_58438" 0 6 0 0 0 0
"HGLibA_58439" 0 0 8 3 0 0
"HGLibA_58440" 6 2 0 0 0 0
"HGLibA_58441" 20 20 17 26 1 1
"HGLibA_58442" 0 0 0 0 0 0
"HGLibA_58443" 5 0 0 0 0 0
"HGLibA_58444" 0 0 0 0 0 0
"HGLibA_58445" 3 0 0 0 0 0
"HGLibA_58446" 0 0 1 0 1 0
"HGLibA_58447" 0 1 0 0 0 0
"HGLibA_58448" 8 0 0 0 0 0
"HGLibA_58449" 1 5 0 0 0 0
